lac-cid,lat,long 
42268-2752,0.0,0.0
9472-29401,23.12943,113.32347
10324-28064,23.54882,113.59378
10324-28065,23.54882,113.59378
10312-56912,0.0,0.0
10319-52548,23.29252,113.35308
10319-52549,23.29252,113.35308
9746-20519,23.17918,113.21593
9746-20518,23.17918,113.21593
9746-20517,23.17918,113.21593
42289-10148,23.77243,113.90569
10321-54929,0.0,0.0
42265-45901,23.134682,113.317427
9508-27855,23.13064,113.2773
9508-27854,23.13064,113.2773
9508-27853,23.12623,113.2699
9508-27852,23.12623,113.2699
9508-27851,23.12623,113.2699
42266-27862,23.16816,113.24548
42265-3021,23.12055556,113.2919444
42265-3023,23.12055556,113.2919444
42265-3022,23.12055556,113.2919444
10037-65419,0.0,0.0
10037-65418,0.0,0.0
9749-52428,23.10538,113.22093
10037-65415,23.333714,113.079313
10037-65414,0.0,0.0
10037-65417,0.0,0.0
10037-65416,0.0,0.0
10319-16155,23.28732,113.30583
10319-16154,23.28732,113.30583
10037-65413,0.0,0.0
10319-16156,23.28732,113.30583
10035-20677,23.23961,113.27426
10035-20678,23.23961,113.27426
9741-41131,0.0,0.0
10041-50695,23.18957,113.26062
42259-26712,23.19411,113.43274
42259-26713,23.19411,113.43274
42259-26711,23.19411,113.43274
42260-34431,23.37303,113.29081
42260-34432,23.37303,113.29081
42260-34433,23.37303,113.29081
9746-56652,0.0,0.0
42260-27513,23.24994,113.25109
42263-12708,22.75981,113.58574
42260-27511,23.24994,113.25109
42261-49162,23.403405,113.21751
42263-12707,22.75981,113.58574
42263-12706,22.75981,113.58574
42261-63261,23.45093,113.3481
42261-63262,23.45093,113.3481
42261-63263,23.45093,113.3481
9466-41341,0.0,0.0
9442-40331,0.0,0.0
42260-7787,23.25412,113.25569
42260-7786,23.25412,113.25569
42289-61952,23.68389,113.6747
42289-61951,23.68389,113.6747
42260-7788,23.25412,113.25569
42266-52243,23.11546,113.249242
9745-42097,0.0,0.0
42266-52242,23.11546,113.249242
10015-39014,23.11367,113.54007
42266-42331,23.089859,113.281948
42266-46821,23.11756,113.27916
42265-46341,23.126891,113.287912
42259-3463,0.0,0.0
42267-63861,23.04443,113.29894
42267-63862,23.04443,113.29894
42267-63863,23.04443,113.29894
42266-34021,23.09111,113.28865
10326-23031,0.0,0.0
10326-23032,22.995713,113.303931
42261-42851,23.403139,113.211743
9454-19252,23.08781,113.29221
9454-19253,23.08781,113.29221
9454-19251,23.08781,113.29221
9454-19256,23.08781,113.29221
10022-45431,0.0,0.0
9454-19254,23.08781,113.29221
9454-19255,23.08781,113.29221
9479-14069,23.15157,113.33481
42266-13163,23.11445,113.24965
42266-13162,23.11445,113.24965
42266-41441,23.11201,113.27691
9452-10648,0.0,0.0
9452-10649,0.0,0.0
10040-15258,23.18917,113.43653
10023-56078,23.135826,113.614878
10040-15259,23.18917,113.43653
42266-46791,23.125203,113.262174
42268-23431,22.83464,113.5063
42268-23432,22.83464,113.5063
42268-23433,22.83464,113.5063
10316-52864,0.0,0.0
10040-15252,23.22379,113.51672
42259-17256,23.19187,113.567809
42289-10797,23.68638,113.69139
9746-13407,23.17918,113.21593
42268-11006,22.83557,113.38701
42268-11007,22.83557,113.38701
42268-11008,22.83557,113.38701
9746-13409,23.17918,113.21593
9746-13408,23.17918,113.21593
42259-17252,0.0,0.0
42259-6551,0.0,0.0
10034-24726,23.1274,113.40312
10042-58577,0.0,0.0
10034-24725,23.1274,113.40312
42259-6552,0.0,0.0
9489-50067,0.0,0.0
9489-50068,0.0,0.0
9489-50069,23.125311,113.249658
9748-48377,23.69972,113.43667
9748-48374,23.63306,113.50445
9435-11505,23.198424,113.553302
9435-11504,0.0,0.0
10333-27917,23.43171,113.2123
9435-11506,23.201919,113.554388
10333-27919,23.43171,113.2123
10333-27918,23.43171,113.2123
9427-26026,23.048315,113.388971
42259-17886,23.17641,113.37313
42259-17887,23.17641,113.37313
42266-43171,23.149294,113.241849
42267-4571,23.00962,113.31156
42267-4572,23.00962,113.31156
42267-4573,23.00962,113.31156
42265-48142,23.117938,113.292923
9437-46884,0.0,0.0
42265-48143,23.117938,113.292923
9508-27887,23.12931,113.27455
10323-31001,0.0,0.0
9508-27881,23.12502,113.27834
10008-47424,0.0,0.0
42261-11642,23.3825,113.2119
9427-41579,0.0,0.0
9460-39267,0.0,0.0
9447-48311,0.0,0.0
9739-31858,0.0,0.0
10316-15524,23.13231,113.26201
9460-39268,0.0,0.0
10314-46801,23.088961,113.311493
9739-31856,22.941609,113.342767
10324-45014,23.55861,113.59141
10324-45015,23.55861,113.59141
10324-45016,23.55861,113.59141
9495-23181,23.13406,113.32428
9495-23187,23.13544,113.32257
9495-23184,23.14044,113.32365
9459-17071,23.13175,113.35169
9459-17073,23.13175,113.35169
9459-17072,23.13175,113.35169
42263-43711,22.80258,113.538612
9459-17077,23.13174,113.34861
9675-51568,22.944969,113.290922
42261-23651,23.40916,113.16595
42261-23653,23.40916,113.16595
42261-23652,23.40916,113.16595
10303-34113,0.0,0.0
10018-31435,0.0,0.0
10032-39171,0.0,0.0
42260-1126,23.211438,113.260652
42259-51981,0.0,0.0
42259-51983,0.0,0.0
42259-51982,0.0,0.0
10313-11311,23.11023,113.24679
10313-11312,23.11023,113.24679
10313-11313,23.11023,113.24679
42266-47461,23.117525,113.26455
10032-39174,0.0,0.0
42261-24153,23.41817,113.3326
42261-24152,23.41817,113.3326
42261-24151,23.41817,113.3326
42263-25211,22.97156,113.45791
42263-25212,22.97156,113.45791
42261-45192,23.389185,113.231578
10017-29706,23.12237,113.29931
10017-29705,23.12237,113.29931
10017-29704,23.12237,113.29931
9459-52517,23.14378,113.35689
42265-51651,23.13493,113.30486
42265-51652,23.13493,113.30486
42265-51653,23.13493,113.30486
42265-51654,23.13493,113.30486
42265-56603,23.10113,113.35798
42265-56601,23.10113,113.35798
10032-48576,0.0,0.0
9449-44961,23.36058,113.30042
9449-44962,23.36058,113.30042
9449-44963,23.36058,113.30042
42266-49322,23.09294,113.2706
42266-49321,23.09294,113.2706
10008-47425,23.199866,113.793217
42259-21,23.18279,113.35362
9492-28707,23.11034,113.30302
42259-23,23.18279,113.35362
42259-22,23.18279,113.35362
42266-32751,23.08984,113.286441
10031-59588,0.0,0.0
42266-32752,23.08984,113.286441
9435-52924,0.0,0.0
42261-12311,23.396,113.2168
42261-12312,23.396,113.2168
42261-12313,23.396,113.2168
42266-22186,23.15134,113.24587
42265-31731,23.107734,113.408956
42265-24287,23.14507,113.272344
42265-24286,23.14507,113.272344
42266-38502,23.10421,113.226449
42266-38501,23.10421,113.226449
42265-24288,23.14507,113.272344
9447-28362,0.0,0.0
9447-28363,0.0,0.0
9447-28361,0.0,0.0
42265-25882,23.148041,113.271784
42265-25883,23.148041,113.271784
42265-25881,23.148041,113.271784
9495-59547,23.137871,113.321245
9496-14222,23.113894,113.572012
9429-32751,22.916555,113.344591
9429-32752,0.0,0.0
9496-14221,0.0,0.0
9477-62105,23.308439,113.166985
10026-12441,23.23624,113.33789
42265-57551,23.12983,113.32649
42289-50682,23.65466,113.64632
42289-50683,23.65466,113.64632
10302-50524,23.04921,113.51384
42289-50681,23.65466,113.64632
10302-50521,23.06441,113.51139
9664-49935,0.0,0.0
9741-49395,23.127682,113.65511
9664-49934,0.0,0.0
9484-871,23.11506,113.28631
9467-40405,23.12837,113.21228
9467-40404,23.12837,113.21228
9484-879,23.11426,113.27205
9438-26146,23.089824,113.302309
9438-26147,23.09303,113.30391
9438-26144,23.089824,113.302309
9438-26145,23.089824,113.302309
10332-31669,0.0,0.0
10332-31668,0.0,0.0
42267-30471,23.05609,113.40122
42259-42911,0.0,0.0
10332-31667,22.884282,113.400923
9451-27667,23.13729,113.27961
9451-27664,23.13722,113.27833
42266-35031,23.111923,113.238446
42259-6213,0.0,0.0
42259-6211,0.0,0.0
9464-59914,23.40321,113.45612
10034-15264,0.0,0.0
10034-15265,0.0,0.0
10323-36002,0.0,0.0
9464-59911,23.40321,113.45612
9464-59912,23.40321,113.45612
9464-59913,23.40321,113.45612
42266-34341,23.08861,113.29016
42266-34342,23.08861,113.29016
10039-48801,23.52806,113.59889
10039-48803,23.52806,113.59889
10039-48802,23.52806,113.59889
42259-27516,0.0,0.0
42261-65443,23.39502,113.22185
10010-19236,23.08135,113.3171
10010-19235,23.08135,113.3171
10010-19234,23.08135,113.3171
42260-8423,23.29252,113.35309
42260-8422,23.29252,113.35309
42260-8421,23.29252,113.35309
42265-33041,23.117417,113.3325
42265-33042,23.117417,113.3325
10308-51778,23.283817,113.724927
10308-51776,0.0,0.0
10308-51777,23.292873,113.733484
10308-51774,0.0,0.0
10308-51775,0.0,0.0
9461-20325,0.0,0.0
9454-11937,23.089962,113.29154
9458-28435,23.07338,113.22817
9481-37058,23.09301,113.2488
10318-14416,23.17621,113.22931
10318-14415,23.17621,113.22931
10318-14414,23.17621,113.22931
9458-17137,23.08605,113.21855
42267-36592,23.00562,113.32178
42267-36593,23.00562,113.32178
9470-32654,23.1438,113.32552
42261-26443,23.44211,113.27827
42261-26442,23.44211,113.27827
42261-26441,23.44211,113.27827
9496-12319,0.0,0.0
10316-31274,23.13143,113.2604
9496-12317,23.104122,113.552312
9472-27004,23.12707,113.3395
9427-32762,0.0,0.0
9427-32761,0.0,0.0
9467-15694,23.1239,113.21732
42265-30722,23.118369,113.315647
9736-21997,23.022981,113.312776
9464-53464,0.0,0.0
9464-53465,0.0,0.0
42259-15381,0.0,0.0
10321-43144,0.0,0.0
42261-15737,23.42649,113.18753
42261-15736,23.42649,113.18753
9493-23364,23.12562,113.38858
9493-23365,23.12562,113.38858
9493-23366,23.12562,113.38858
42261-15738,23.42649,113.18753
42265-47691,23.15138,113.267704
42267-2653,23.07685,113.39514
42259-18511,0.0,0.0
9444-28688,23.068524,113.278443
42259-18512,0.0,0.0
9486-33093,23.19681,113.25825
9482-49711,0.0,0.0
9467-10184,23.12102,113.22737
9742-65419,0.0,0.0
9742-65418,0.0,0.0
10017-33216,23.12828,113.30515
9427-41578,0.0,0.0
10017-33214,23.12828,113.30515
10017-33215,23.12828,113.30515
9742-65411,0.0,0.0
9742-65410,23.133323,113.789821
9742-65413,0.0,0.0
42259-44461,23.136849,113.334348
9451-10937,23.13752,113.28252
9444-28689,23.068524,113.278443
42259-44462,23.136849,113.334348
42261-15883,23.40234,113.23364
42261-15882,23.40234,113.23364
42259-44463,23.136849,113.334348
42265-41592,23.103877,113.309767
42263-30421,22.955095,113.484892
42263-30422,22.955095,113.484892
42265-41591,23.103877,113.309767
9427-41577,0.0,0.0
9493-36612,23.1234,113.39597
9493-36613,23.1234,113.39597
9493-36611,23.1234,113.39597
9462-37421,23.08146,113.27553
9481-41129,23.10831,113.25121
9481-41128,23.10831,113.25121
9481-41127,23.10831,113.25121
9484-48825,0.0,0.0
9447-55656,0.0,0.0
9447-55654,0.0,0.0
9447-55655,0.0,0.0
9447-55651,22.994379,113.362118
9734-32342,23.15005,113.24178
10005-52123,23.09922,113.26877
42268-273,0.0,0.0
42268-272,0.0,0.0
42268-271,0.0,0.0
42266-57871,23.066953,113.279423
9509-34577,23.11123,113.4051
9509-34579,23.11123,113.4051
9509-34578,23.11123,113.4051
10323-14198,23.294758,113.81996
10323-14199,23.295817,113.816078
10302-26428,23.08756,113.52245
10302-26429,23.08756,113.52245
10302-26427,23.08756,113.52245
10323-14197,23.297163,113.818107
10302-26422,23.09458,113.52567
10302-26423,23.09458,113.52567
42266-10311,23.11562,113.25416
42266-37062,23.163361,113.25001
10014-50271,23.14046,113.23783
10014-50272,23.14046,113.23783
10014-50273,23.14046,113.23783
42260-12553,23.25379,113.27328
42260-12552,23.25379,113.27328
42260-12551,23.25379,113.27328
42266-32251,23.06965,113.29166
42266-10312,23.11562,113.25416
10328-50939,23.13884,113.30063
10018-57322,0.0,0.0
10018-57321,23.37945,113.213853
10018-57327,0.0,0.0
10018-57324,0.0,0.0
42265-31371,23.103918,113.30923
10018-57329,23.378962,113.212379
42265-31372,23.103918,113.30923
42259-4153,23.18866,113.33626
10026-12321,23.232265,113.35421
9425-51497,23.20088,113.380763
42259-4152,23.18866,113.33626
9472-25391,23.1325,113.33222
9472-25392,23.1325,113.33222
9472-25393,23.1325,113.33222
9748-39892,23.65511,113.41162
9748-39891,23.65511,113.41162
9460-65438,23.076012,113.193611
42263-12091,22.96519,113.47211
42263-12093,22.96519,113.47211
42263-12092,22.96519,113.47211
9460-65430,23.08568,113.19823
9460-65431,23.08568,113.19823
9422-40956,23.19259,113.37267
9460-65433,23.07459,113.20186
9422-40951,23.19623,113.36398
9460-65436,23.08876,113.20947
9460-65437,23.076012,113.193611
10027-59514,0.0,0.0
10027-59517,0.0,0.0
9481-34454,23.09473,113.25015
9473-37364,0.0,0.0
10310-13508,23.411603,113.185893
10310-13509,0.0,0.0
9451-26951,23.14063,113.28161
10310-13507,23.412125,113.187555
9475-19904,23.15415,113.43837
9464-58255,23.282537,113.577051
9464-58256,0.0,0.0
9427-44457,23.062562,113.386306
42265-7032,23.12498,113.27471
42265-7033,23.12498,113.27471
9493-41771,23.12266,113.37882
42265-7031,23.12498,113.27471
10320-21104,23.21868,113.2573
42289-16241,23.4425,113.4833
42289-16242,23.4425,113.4833
42289-16243,23.4425,113.4833
10320-21102,23.21868,113.2573
42265-53051,23.098267,113.325247
9510-27891,23.24937,113.30344
42260-40251,23.215039,113.279484
42265-2202,23.11541,113.33281
42265-2203,23.11541,113.33281
42265-2201,23.11541,113.33281
10037-10891,23.33547,113.10587
10037-10892,0.0,0.0
10321-53175,0.0,0.0
42259-62073,0.0,0.0
42259-62072,0.0,0.0
9746-32277,23.15752,113.20538
42259-18341,0.0,0.0
42259-18342,0.0,0.0
10321-53176,0.0,0.0
42265-25836,23.17844,113.31531
10308-18701,23.269445,113.712102
9444-15961,23.06532,113.27562
9442-22636,0.0,0.0
9469-44971,23.101122,113.308474
9442-22635,23.050173,113.4218
9442-22634,0.0,0.0
42265-44671,23.12525,113.35274
42263-54991,22.9503,113.478
9488-30574,23.13022,113.30115
10038-49881,23.13277,113.53109
9728-46181,0.0,0.0
9469-48207,23.09514,113.335521
42289-29841,23.58272,113.51333
42289-29842,23.58272,113.51333
42289-29843,23.58272,113.51333
10326-11987,0.0,0.0
42259-30732,23.192452,113.363631
42259-30731,23.192452,113.363631
10320-12865,23.21618,113.24716
10320-12864,23.21618,113.24716
10320-12866,23.21618,113.24716
42265-15683,23.13191,113.30508
42265-15682,23.13191,113.30508
42265-15681,23.13191,113.30508
10320-12862,23.22391,113.27601
10312-16711,23.127955,113.241684
10312-16714,23.130326,113.242556
42259-18603,0.0,0.0
9692-22113,22.941507,113.366173
9692-22112,0.0,0.0
9692-22111,22.938556,113.365749
10013-18709,23.20825,113.22677
9692-22115,22.928067,113.351289
9692-22114,22.928848,113.357745
42260-21491,23.19689,113.26913
42260-21492,23.19689,113.26913
42260-21493,23.19689,113.26913
9508-22601,23.12917,113.2786
10027-35966,23.194232,113.686727
9508-22602,23.12917,113.2786
9484-54564,23.11861,113.27091
10027-35961,0.0,0.0
9484-54567,23.11853,113.27042
42266-21151,23.12652,113.242804
42259-4023,23.14075,113.34617
42259-4022,23.14075,113.34617
42259-4021,23.14075,113.34617
10309-44036,0.0,0.0
9746-14561,23.15378,113.2017
10309-44034,0.0,0.0
10309-44035,22.706813,113.501803
42259-17572,0.0,0.0
42259-17573,0.0,0.0
42259-17571,0.0,0.0
42261-40961,23.388826,113.199191
42261-40962,23.388826,113.199191
9483-32771,23.10723,113.44242
9459-35574,23.14619,113.33371
9459-35575,23.14619,113.33371
10328-44167,23.13209,113.29531
10328-44164,0.0,0.0
9493-14771,23.12067,113.3895
9493-10851,23.12509,113.37542
10043-14938,23.14028,113.30583
9493-14772,23.12067,113.3895
9493-14774,23.12067,113.3895
10035-54789,0.0,0.0
10023-16426,0.0,0.0
10035-54787,23.230991,113.266111
9491-51731,23.102594,113.355749
9734-19734,23.1497,113.24788
42267-58391,22.998326,113.342266
10322-13197,0.0,0.0
10319-41512,23.29863,113.33304
10325-31991,23.1667,113.37432
10035-50329,0.0,0.0
9486-37847,23.20308,113.25759
9437-32425,23.14118,113.25291
9437-32424,23.14118,113.25291
10026-26717,23.22805,113.38
9734-59056,0.0,0.0
42265-53582,23.103215,113.314952
9455-26996,0.0,0.0
9426-39684,23.13211,113.34641
42289-9688,23.57306,113.463
42260-35152,0.0,0.0
42289-9687,23.57306,113.463
42289-9686,23.57306,113.463
10303-23601,23.467931,113.167693
9746-38464,23.14889,113.19846
10303-23603,23.467833,113.165556
9422-26511,23.20155,113.36488
42259-56641,23.137613,113.336965
9422-26513,23.20155,113.36488
9459-36881,23.14817,113.33111
42268-12357,22.8367,113.361
9455-44952,0.0,0.0
9455-44953,0.0,0.0
42266-56351,23.11108,113.24589
9455-44951,0.0,0.0
42263-25761,22.74074,113.50968
42289-19082,23.55584,113.58659
42263-25763,22.74074,113.50968
42263-25762,22.74074,113.50968
42275-14276,23.38705,113.07684
42275-14277,23.38705,113.07684
42275-14278,23.38705,113.07684
9500-11581,23.09185,113.277173
9500-11582,23.091365,113.275039
9455-26995,22.946195,113.43602
42266-8341,23.07606,113.2116
42266-8342,23.07606,113.2116
42266-8343,23.07606,113.2116
10315-45344,0.0,0.0
9442-52771,0.0,0.0
42259-15042,23.15621,113.34421
42259-23132,23.2139,113.47994
9495-38708,23.14031,113.31863
9495-38707,23.14031,113.31863
9481-11246,23.09841,113.25066
9481-11245,23.09841,113.25066
9481-11244,23.09841,113.25066
9731-14957,23.21147,113.27898
42265-20616,23.094524,113.331446
42265-20617,23.094524,113.331446
9427-22274,23.07889,113.40562
10039-38072,23.44763,113.49456
10039-38071,23.44763,113.49456
42259-50561,0.0,0.0
42267-19542,22.96832,113.3074
42267-19543,22.96832,113.3074
42267-19541,22.96832,113.3074
9739-45716,22.949229,113.342162
9739-45714,22.950986,113.343553
9739-45715,22.948326,113.344683
42288-18412,0.0,0.0
42288-18413,0.0,0.0
42288-18411,0.0,0.0
42259-26521,0.0,0.0
42259-26523,0.0,0.0
42259-26522,0.0,0.0
42261-49382,23.380017,113.145857
42261-49381,23.380017,113.145857
10318-58912,0.0,0.0
42265-52011,0.0,0.0
9475-50983,0.0,0.0
42288-64322,0.0,0.0
42288-38661,0.0,0.0
42260-24583,23.29775,113.35648
10306-53601,0.0,0.0
9448-38272,23.27262,113.29021
9448-38273,23.27262,113.29021
9448-38271,23.27262,113.29021
10324-28565,23.56284,113.6127
10324-28564,23.56284,113.6127
10324-28566,23.56284,113.6127
42263-2281,22.69742,113.64413
42263-2282,22.69742,113.64413
42263-2283,22.69742,113.64413
9424-12417,23.106016,113.367747
9427-51733,23.089315,113.418675
9442-38995,0.0,0.0
9427-51736,0.0,0.0
9427-51735,23.0701,113.36544
42261-30856,23.380742,113.194246
42269-3671,23.09653,113.47372
42269-3672,23.09653,113.47372
42269-3673,23.09653,113.47372
10322-50003,23.348,113.36104
10322-50002,23.348,113.36104
10322-50001,23.348,113.36104
9449-50278,0.0,0.0
9746-53079,23.149862,113.201698
9462-31264,23.07587,113.27159
42263-50571,22.946494,113.470785
9436-59657,0.0,0.0
9495-23234,23.135,113.32195
9436-59658,23.115001,113.244564
9495-23237,23.135,113.32195
9427-27976,0.0,0.0
42260-8197,23.25667,113.24963
42260-8196,23.25667,113.24963
42260-8198,23.25667,113.24963
9483-23101,23.11523,113.43675
9445-50722,23.015084,113.336649
10008-39677,0.0,0.0
9734-48768,23.14929,113.24185
10008-39678,0.0,0.0
42266-42103,23.087626,113.305
42266-42102,23.087626,113.305
42266-42101,23.087626,113.305
42260-6091,0.0,0.0
42260-6092,0.0,0.0
10008-56969,0.0,0.0
10024-2632,23.431216,113.770378
10024-2631,0.0,0.0
9429-39805,0.0,0.0
9429-39804,0.0,0.0
42260-13042,0.0,0.0
42260-13043,0.0,0.0
42260-13041,0.0,0.0
10324-54625,23.55799,113.60115
10321-17791,0.0,0.0
10321-17793,0.0,0.0
10321-17792,0.0,0.0
9423-24597,23.12311,113.31114
9423-24594,23.12132,113.3067
10305-52273,23.26654,113.28487
10023-32861,23.124654,113.569376
10305-52272,23.26654,113.28487
42260-24251,23.245,113.34278
10305-52271,23.26654,113.28487
42260-24253,23.245,113.34278
42260-24252,23.245,113.34278
10302-16173,0.0,0.0
10039-26071,23.52595,113.60861
10039-26072,23.52595,113.60861
10039-26073,23.52595,113.60861
10018-34153,0.0,0.0
10312-37822,23.1287,113.23402
10312-37821,23.1287,113.23402
42266-47051,23.132396,113.257667
9434-36244,22.948837,113.375899
9434-36245,0.0,0.0
9434-36247,0.0,0.0
9434-36248,0.0,0.0
9460-34011,23.08939,113.20647
9460-34012,23.08939,113.20647
10032-50319,22.652286,113.670364
9424-53254,23.10456,113.36665
9496-65532,23.08491,113.52896
9496-65533,23.08491,113.52896
9489-45277,0.0,0.0
9423-51612,23.103566,113.309022
9423-51613,23.10401,113.30943
9423-51615,23.12081,113.31022
9423-51616,23.12048,113.30489
9477-51024,23.31086,113.19586
9477-51025,23.31086,113.19586
9477-51026,23.31086,113.19586
9430-13920,23.25758,113.25521
9447-37949,0.0,0.0
9430-13922,23.25758,113.25521
10026-16228,23.21808,113.33023
10026-16229,23.21808,113.33023
10026-16227,23.21808,113.33023
9425-58357,0.0,0.0
9435-54328,0.0,0.0
42261-14896,23.46462,113.1958
42266-48286,23.13255,113.25943
42266-48284,23.13255,113.25943
42266-48285,23.13255,113.25943
42266-48282,23.13255,113.25943
42266-48283,23.13255,113.25943
42266-48281,23.13255,113.25943
10040-29461,23.23833,113.44804
10307-35849,0.0,0.0
10326-58139,0.0,0.0
42265-48131,0.0,0.0
10326-58138,0.0,0.0
10042-34791,23.13087,113.3817
42260-55021,23.19737,113.26049
9437-30757,23.13761,113.25354
42259-19023,0.0,0.0
42259-19021,0.0,0.0
42266-39061,23.111399,113.279009
10306-52312,22.990076,113.268512
42259-44361,23.136266,113.332329
10044-44541,23.5488,113.57931
9461-23882,23.003605,113.38814
9461-23883,23.006698,113.384984
9461-23881,23.008518,113.388482
42267-4461,0.0,0.0
9457-24868,23.418177,113.392958
9457-24869,0.0,0.0
10322-52544,23.30609,113.32782
9475-19328,23.13167,113.44446
42288-17441,0.0,0.0
42288-17442,0.0,0.0
42288-17443,0.0,0.0
10315-40916,23.15031,113.254
10315-40915,23.15031,113.254
42266-22141,23.067,113.221
42259-33621,0.0,0.0
10003-17847,23.21107,113.24008
9475-51092,23.16862,113.43337
42266-22142,23.067,113.221
42265-56031,23.141627,113.270238
42260-10712,23.19487,113.24855
42260-10711,23.19487,113.24855
42265-56032,23.141627,113.270238
9481-52891,23.10509,113.25002
9739-10451,0.0,0.0
9455-42572,0.0,0.0
9731-24,23.20945,113.28583
9731-25,23.20945,113.28583
9731-26,23.20945,113.28583
42266-43321,23.15134,113.242521
9455-42571,0.0,0.0
10333-26068,0.0,0.0
10333-26069,0.0,0.0
42259-18371,0.0,0.0
9479-22938,23.15091,113.3265
42259-18373,0.0,0.0
42259-18372,0.0,0.0
42288-2913,23.29087,113.61127
42288-2912,23.29087,113.61127
9449-40214,23.37303,113.29081
10024-12388,0.0,0.0
10333-26067,0.0,0.0
9493-30361,23.12929,113.38833
9492-13947,23.1029,113.288
9492-13948,23.1029,113.288
9492-13949,23.1029,113.288
10026-13304,23.21589,113.37284
10026-13305,23.21589,113.37284
9493-45737,23.12564,113.38433
42260-39431,23.213812,113.246311
10333-24326,23.426762,113.229512
9442-65419,0.0,0.0
42265-63081,23.13055,113.31656
42265-63082,23.13055,113.31656
42261-58951,23.385941,113.216702
42261-14988,23.465558,113.146051
10032-12094,22.637349,113.597376
9734-28319,23.15198,113.24662
42266-37921,23.090048,113.268588
9440-56765,0.0,0.0
42261-23622,23.48567,113.21406
9457-45255,0.0,0.0
10040-30474,23.21715,113.45921
9488-23477,23.13808,113.30377
9488-23478,23.13808,113.30377
9488-23479,23.13808,113.30377
10316-37287,23.12291,113.25878
9481-52744,23.09841,113.25066
9444-48554,23.071214,113.290594
10316-37281,23.11976,113.25693
10328-37737,23.13357,113.30106
42261-61082,23.41365,113.22367
9457-45256,0.0,0.0
9488-19274,23.13753,113.30628
10007-40306,0.0,0.0
9444-58054,0.0,0.0
9444-58055,0.0,0.0
42288-26041,23.38139,113.8292
9486-10384,23.20157,113.25949
42288-26043,23.38139,113.8292
42265-36452,0.0,0.0
42266-5206,0.0,0.0
9445-10227,0.0,0.0
9479-22921,23.15091,113.3265
9479-22923,23.15091,113.3265
9479-22922,23.15091,113.3265
10323-36635,23.28631,113.823853
10323-36634,0.0,0.0
10323-36636,0.0,0.0
9454-54817,23.095342,113.298294
10322-49271,0.0,0.0
42265-61792,23.13205,113.32245
42265-61791,23.13205,113.32245
10018-24141,23.374436,113.20658
10018-24143,23.376913,113.205857
10018-24142,23.374724,113.202312
42261-61081,23.41365,113.22367
10021-23837,0.0,0.0
9450-58534,23.14392,113.27289
9450-58535,23.14392,113.27289
42266-25252,23.06709,113.29061
10035-34936,23.23678,113.27513
10035-34934,23.23678,113.27513
10035-34935,23.23678,113.27513
42265-31942,23.129485,113.276731
42265-31941,23.129485,113.276731
10024-65402,0.0,0.0
10024-65403,23.503265,113.918133
10024-65400,23.457895,113.92411
10024-65401,0.0,0.0
42266-7741,23.0832,113.23041
9506-51442,23.64667,113.65139
10024-65404,0.0,0.0
10024-65405,0.0,0.0
10024-65408,0.0,0.0
9489-26381,23.12845,113.25093
9434-58031,0.0,0.0
42261-15386,23.410291,113.188939
42261-15387,23.410291,113.188939
10018-57948,23.367238,113.198004
42261-11401,23.375176,113.188673
42261-11403,23.375176,113.188673
42261-11402,23.375176,113.188673
9741-35752,0.0,0.0
42261-15388,23.410291,113.188939
9741-30334,0.0,0.0
10312-37127,23.12797,113.23753
10312-37124,23.127938,113.233507
10044-11951,23.54351,113.58685
42288-51371,23.27915,113.82108
42266-7743,23.0832,113.23041
9741-35753,0.0,0.0
10317-34297,23.16459,113.26125
9491-51471,23.105513,113.355692
10311-19561,23.08389,113.2817
42267-23631,23.03303,113.27674
9449-28913,23.35124,113.29441
9449-28912,23.35124,113.29441
9449-28911,23.35124,113.29441
10316-57857,0.0,0.0
42265-41411,23.101936,113.311012
9487-30487,23.139462,113.21316
9742-45168,0.0,0.0
10312-38324,0.0,0.0
9741-55815,23.136735,113.659
9741-55814,0.0,0.0
9741-55816,23.145431,113.655551
42266-1131,0.0,0.0
42266-1132,0.0,0.0
42266-1133,0.0,0.0
10321-54581,0.0,0.0
42260-9452,23.24469,113.21572
10032-10176,0.0,0.0
9442-33383,0.0,0.0
9442-33382,23.058089,113.390909
9442-33384,23.063474,113.389929
9484-45243,23.109262,113.259738
9484-45242,23.109262,113.259738
9484-45241,23.109262,113.259738
10033-47584,23.15495,113.39166
9492-20825,23.11266,113.29646
9492-20824,23.11266,113.29646
42267-10303,23.052222,113.402222
42267-10302,23.052222,113.402222
42267-10301,23.052222,113.402222
10031-56184,0.0,0.0
10021-16368,23.54523,113.43353
10021-16369,23.54523,113.43353
42288-17873,23.29404,113.83293
42288-17872,23.29404,113.83293
9450-46511,23.144584,113.26952
10021-16367,23.54523,113.43353
10309-22041,22.805781,113.472018
9495-22927,23.13889,113.32787
9424-25087,23.102645,113.366596
9424-25081,23.10197,113.366708
9458-44163,23.05955,113.23297
9458-44161,23.05955,113.23297
10041-28191,23.18965,113.25596
10041-28192,23.18965,113.25596
10041-28193,23.18965,113.25596
9492-40841,0.0,0.0
9467-31497,23.117464,113.228035
9439-58481,0.0,0.0
9466-44937,23.17212,113.34256
9466-44938,23.17212,113.34256
10023-35971,23.132131,113.613738
42266-9328,0.0,0.0
42266-9326,0.0,0.0
42266-9321,23.09682,113.27785
42266-9323,23.09682,113.27785
